folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
51,2017,1,51701,1,1,1,1,34,1,3,4,-2,2,2,2,2,-3,6,1,-4,1,-5,-5,1,0,1,0,-6,-6,2,2,1,2,2,3,3,8,821,2,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1312047,3,2,-19,1,800,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,19,190390001,2,19,190390001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,3,1,800,3,6,2,870,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,-32,16,9,3,-35,5,0,9,48,48215,4821545384,6,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,13.47692216
52,2017,1,51701,1,1,1,1,24,1,3,3,-2,2,2,2,2,-3,6,1,-4,1,-5,-5,1,0,3,1,3,-7,2,2,1,2,2,3,3,6,607,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,420,1,2,2,1,1,1,2,2,2,8,6,17,3,2,463,2,3,96,1,1217001,3,2,-19,1,8500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,30,301930001,2,30,301930001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280220001,2,2,1,3,1,8500,3,6,2,8500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,13.47692216
53,2017,1,51701,1,1,1,1,25,1,2,3,-2,2,2,2,2,-3,6,2,2,3,2,2,1,0,5,0,-6,-6,2,2,1,2,2,3,3,1,107,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,9999999,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280320001,2,28,280320001,2,4,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,2,1,2,1,4000,3,6,1,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,-32,25,12,3,-35,5,0,97,48,48215,4821545384,2,4,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,4,4,2,1,1,4,48,48215,4821545384,4,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,2,2014,9,2016,0,0,-51,3,1,2,1,13.47692216
54,2017,1,51701,1,1,1,1,21,1,2,3,-2,2,2,2,2,-3,6,2,2,5,3,2,1,0,1,0,-6,-6,1,2,1,2,2,3,3,11,1108,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1217001,3,2,-19,1,4000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,28,280320001,2,28,280320001,2,11,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,2,1,4000,3,6,2,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,6,2,3,-35,5,0,2,48,48215,4821545384,4,1,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,15,2,1,1,1,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,4,3,2016,12,2016,0,0,-51,3,1,2,1,13.47692216
55,2017,1,51701,1,1,1,1,28,1,5,4,-2,2,2,2,2,-3,6,1,-4,1,-5,-5,5,0,5,1,3,-7,1,2,1,2,2,3,3,2,210,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,211,6,2,2,2,2,2,2,2,2,8,6,450,3,5,518,2,6,96,1,1705015,3,2,-19,2,-20,-20,1,1,2,2,1,2,2,2,2,2,2,2,2,2,7,70090001,2,21,211140001,2,21,212080001,2,22,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,4,1,1300,3,6,3,1700,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,6,1,3,1,1,1,2,1,1,3,2,2,2,2,2,2,2,15,2,2,1,2,2,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,2,2016,12,2016,1,1,0,2,1,2,1,13.47692216
56,2017,1,51701,1,1,1,1,26,1,6,1,1,2,2,2,2,-3,6,1,-4,1,-5,-5,1,0,1,1,3,-7,2,2,1,2,2,3,3,8,821,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,3,96,1,1217001,3,2,-19,2,-20,-20,1,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,9,90100001,2,28,280320001,2,16,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,13,2,1,8,1,1000,3,6,3,1000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,0,-49,-49,-49,-49,0,-51,2,1,2,1,13.47692216
57,2017,1,51701,1,1,1,1,45,1,0,0,1,2,2,2,2,-3,3,2,2,3,1,2,1,0,3,0,-6,-6,2,2,1,2,2,3,3,5,503,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,6,2,2,2,2,2,2,2,2,8,5,99999,99,99,111,2,2,1,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97,999999997,97,97,999999997,97,97,999999997,97,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,6,2,1,4,2,-29,-29,-29,-29,1000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,0,-49,-49,-49,-49,0,-51,3,1,2,1,13.47692216
58,2017,1,51701,1,1,1,1,22,1,0,0,2,2,2,2,2,-3,6,2,5,5,2,2,1,0,5,0,-6,-6,2,2,1,2,2,3,3,1,108,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,6,2,2,2,2,2,2,2,2,8,5,99999,99,99,111,2,1,96,1,9999997,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,7,70090001,2,19,190390001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,3,2,1,2,2,-29,-29,-29,-29,2600,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,3,0,-34,-34,-34,2,1,48,48479,4847941464,4,4,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,12,2,1,2,2,4,48,48479,4847941464,12,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,13.47692216
61,2017,1,61701,1,1,1,1,20,1,3,2,-2,2,2,2,2,-3,5,1,-4,2,1,1,1,1,5,0,-6,-6,3,2,2,2,2,3,3,12,1217,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,21,211140001,2,19,190390001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260700001,16,2,1,2,1,200,3,2,3,500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,4,99998,9999999997,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,4,99997,9999999997,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2016,12,2016,0,0,-51,2,2,2,1,17.9354528
62,2017,1,61701,1,1,1,1,36,1,1,1,1,2,2,2,2,-3,1,1,-4,4,1,1,1,1,5,1,2,-7,2,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,11,11001,1100150000,7,4,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1705015,3,2,-19,1,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270020001,2,7,71010001,2,9,90030001,2,29,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,5,2,1,3,1,7000,3,6,2,3500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,11,11001,1100150000,2,4,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,9,3,1,1,2,4,11,11001,1100150000,7,5,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,17.9354528
63,2017,1,61701,1,1,1,1,29,1,2,3,-2,2,2,2,2,-3,6,2,2,4,3,2,1,0,1,0,-6,-6,2,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,53,53001,5300152215,11,4,1,-14,1,-16,721,2,2,2,2,2,2,2,2,2,9,6,10,3,1,238,2,1,2,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,19,190390001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,2,1,300,3,2,3,700,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,53,53001,5300152215,2,2,3,1,1,1,2,2,2,3,2,2,2,2,2,2,2,5,4,1,1,1,4,53,53001,5300152215,11,5,-38,-38,-38,-38,-38,-38,-38,-38,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,7,2005,0,0,-51,1,-52,-52,1,17.9354528
64,2017,1,61701,1,1,1,1,30,1,3,3,-2,2,2,2,2,-3,1,1,-4,5,2,1,1,1,1,1,2,-7,2,2,2,2,2,3,3,6,601,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,30,301930001,2,9,90030001,2,19,190390001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280330282,15,2,1,3,1,8000,3,6,2,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,99997,9999999997,6,4,3,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,4,1,1,1,4,48,99997,9999999997,2,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2016,11,2016,0,0,-51,2,2,2,1,17.9354528
65,2017,1,61701,1,1,1,1,29,1,4,1,1,2,2,2,2,-3,5,1,-4,10,4,2,1,3,5,0,-6,-6,2,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,51,51683,5168348952,12,4,1,-14,1,-16,511,2,1,2,2,2,2,2,2,2,12,6,15,3,1,722,2,1,2,1,1305024,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90100001,2,14,140390001,2,7,71010001,2,18,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,8000,3,6,2,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,51,51683,5168348952,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,4,1,1,1,4,51,51683,5168348952,12,5,-38,-38,-38,-38,-38,-38,-38,-38,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,10,100,6,4,1,0,-45,-45,-45,-45,1,-48,-48,7,2004,0,0,-51,1,-52,-52,1,17.9354528
66,2017,1,61701,1,1,1,1,19,1,6,1,1,2,2,2,2,-3,6,2,2,2,1,2,1,0,1,0,-6,-6,2,2,2,2,2,3,3,2,203,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,230050001,2,19,190390001,2,19,190390001,2,14,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,3,1,6000,3,6,2,3000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48201,4820135000,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,48,48201,4820135000,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,17.9354528
67,2017,1,61701,1,1,1,1,25,1,3,3,-2,2,2,2,1,3,6,1,-4,1,-5,-5,3,0,3,3,1,3,3,2,2,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,27,27001,2700100460,7,4,1,-14,1,-16,712,2,2,2,2,2,2,2,2,2,10,6,15,3,1,236,2,1,2,1,1217001,3,2,-19,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,9,90030001,2,19,190390001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,1,6000,3,6,2,3000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,27,27001,2700100460,2,4,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,20,2,1,1,2,4,27,27001,2700100460,7,5,-38,-38,-38,-38,-38,-38,-38,-38,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,5,200,2,1,1,0,-45,-45,-45,-45,1,-48,-48,7,2010,0,0,-51,1,-52,-52,1,17.9354528
70,2017,1,61701,1,1,1,1,37,1,3,3,-2,2,2,2,2,-3,1,2,1,6,1,2,1,1,5,3,1,1,2,2,1,2,2,3,3,6,607,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,2500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70750001,2,9,90030001,2,9,90030001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,2,1,2500,3,1,1,2500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,17.9354528
71,2017,1,61701,1,1,1,1,33,1,2,3,-2,2,2,2,2,-3,6,2,3,3,1,2,0,0,5,3,1,2,2,2,1,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,31,31001,3100121415,13,4,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70690001,2,9,90070001,2,19,190390001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,2,1,1900,3,1,1,1900,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,31,31001,3100121415,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,1,1,2,31,31001,3100121415,13,5,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,17.9354528
72,2017,1,61701,1,1,1,1,27,1,2,2,-2,2,2,2,2,-3,1,2,1,4,1,2,1,1,5,1,2,-7,2,2,1,2,2,3,3,7,715,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,8000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,9,90060001,2,9,90060001,2,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80370001,5,2,1,2,1,8000,3,1,1,8000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,48,48141,4814124000,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,2,1,1,2,4,48,48141,4814124000,24,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,5,5,2008,12,2016,0,0,-51,5,2,2,1,17.9354528
73,2017,1,61701,1,1,1,1,40,1,1,2,-2,2,2,2,2,-3,1,2,1,3,1,2,3,3,5,3,1,1,2,2,1,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,6,6037,603744000,20,4,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70590001,2,21,210010001,2,9,90030001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80370001,4,2,1,2,2,-29,-29,-29,-29,150,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,6,6037,603744000,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,6,6037,603744000,20,5,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,17.9354528
